log_id,zone_id,date,wind_speed_kmph,visibility_km,precipitation_mm
609,7,2025-07-08,9.4,8.0,0.0
610,7,2025-07-09,2.0,9.5,0.8
611,7,2025-07-10,8.6,8.7,0.0
612,7,2025-07-11,0.8,10.0,0.0
613,7,2025-07-12,2.5,8.9,2.2
614,7,2025-07-13,7.0,10.0,0.0
615,7,2025-07-14,2.0,9.9,0.3
616,7,2025-07-15,11.5,8.3,0.0
617,7,2025-07-16,13.7,9.3,0.0
618,7,2025-07-17,31.5,9.0,0.5
619,7,2025-07-18,4.3,10.0,1.5
620,7,2025-07-19,7.8,9.2,0.0
621,7,2025-07-20,3.1,10.0,2.3
622,7,2025-07-21,6.8,9.6,0.0
623,7,2025-07-22,36.7,8.9,0.0
624,7,2025-07-23,16.9,9.0,0.0
625,7,2025-07-24,5.8,10.0,1.3
626,7,2025-07-25,1.4,10.0,0.0
627,7,2025-07-26,1.2,10.0,0.0
628,7,2025-07-27,10.1,7.8,0.0
629,7,2025-07-28,7.2,10.0,0.2
630,7,2025-07-29,34.5,6.9,1.3
631,8,2025-05-01,4.5,7.7,4.4
632,8,2025-05-02,8.6,10.0,0.0
633,8,2025-05-03,2.4,9.7,0.0
634,8,2025-05-04,18.6,9.1,0.0
635,8,2025-05-05,11.6,10.0,1.4
636,8,2025-05-06,3.8,7.0,0.0
637,8,2025-05-07,12.7,10.0,0.0
638,8,2025-05-08,6.7,8.7,5.7
639,8,2025-05-09,10.3,8.1,0.0
640,8,2025-05-10,3.7,10.0,1.2
641,8,2025-05-11,3.5,7.1,0.0
642,8,2025-05-12,5.6,9.0,0.0
643,8,2025-05-13,14.0,8.8,0.3
644,8,2025-05-14,,9.8,1.0
645,8,2025-05-15,5.0,10.0,4.6
646,8,2025-05-16,25.3,10.0,0.0
647,8,2025-05-17,2.3,9.1,0.0
648,8,2025-05-18,12.1,10.0,2.0
649,8,2025-05-19,8.6,9.2,3.6
650,8,2025-05-20,31.3,10.0,0.0
651,8,2025-05-21,13.6,8.9,0.0
652,8,2025-05-22,3.7,10.0,1.1
653,8,2025-05-23,17.3,9.7,0.0
654,8,2025-05-24,16.1,10.0,0.0
655,8,2025-05-25,18.1,7.4,0.9
656,8,2025-05-26,7.5,10.0,0.0
657,8,2025-05-27,10.4,10.0,0.0
658,8,2025-05-28,13.6,6.5,0.0
659,8,2025-05-29,21.1,9.0,0.0
660,8,2025-05-30,4.7,10.0,0.0
661,8,2025-05-31,15.6,10.0,3.2
662,8,2025-06-01,12.2,9.1,0.1
663,8,2025-06-02,11.2,8.2,0.4
664,8,2025-06-03,2.8,8.8,0.0
665,8,2025-06-04,27.2,,0.8
666,8,2025-06-05,1.7,9.5,4.3
667,8,2025-06-06,6.3,10.0,0.0
668,8,2025-06-07,25.9,9.1,0.0
669,8,2025-06-08,12.2,10.0,0.0
670,8,2025-06-09,9.6,9.4,1.2
671,8,2025-06-10,4.4,6.9,0.0
672,8,2025-06-11,4.4,9.6,0.0
673,8,2025-06-12,,10.0,0.4
674,8,2025-06-13,10.5,8.9,0.3
675,8,2025-06-14,8.0,7.8,0.0
676,8,2025-06-15,17.9,10.0,1.0
677,8,2025-06-16,3.5,8.0,0.3
678,8,2025-06-17,4.4,10.0,0.0
679,8,2025-06-18,12.9,10.0,0.0
680,8,2025-06-19,22.1,7.4,0.0
681,8,2025-06-20,14.5,10.0,0.0
682,8,2025-06-21,7.6,9.7,0.0
683,8,2025-06-22,8.7,9.5,0.0
684,8,2025-06-23,17.9,10.0,0.5
685,8,2025-06-24,25.0,8.9,0.0
686,8,2025-06-25,12.2,8.5,0.0
687,8,2025-06-26,5.5,9.6,1.1
688,8,2025-06-27,5.4,8.8,4.6
689,8,2025-06-28,12.0,10.0,3.9
690,8,2025-06-29,14.1,10.0,1.2
691,8,2025-06-30,3.2,8.6,0.0
692,8,2025-07-01,10.3,10.0,0.0
693,8,2025-07-02,41.8,10.0,1.6
694,8,2025-07-03,16.7,7.7,0.9
695,8,2025-07-04,16.4,10.0,4.0
696,8,2025-07-05,5.2,8.9,0.0
697,8,2025-07-06,18.2,9.7,0.0
698,8,2025-07-07,1.3,9.0,0.6
699,8,2025-07-08,25.9,9.3,0.0
700,8,2025-07-09,8.0,10.0,1.9
701,8,2025-07-10,12.9,9.2,0.0
702,8,2025-07-11,,10.0,0.0
703,8,2025-07-12,23.1,10.0,0.0
704,8,2025-07-13,14.9,9.5,0.0
705,8,2025-07-14,12.8,9.4,0.1
706,8,2025-07-15,4.7,10.0,0.8
707,8,2025-07-16,7.8,10.0,0.0
708,8,2025-07-17,,10.0,0.0
709,8,2025-07-18,4.4,9.1,0.0
710,8,2025-07-19,7.9,10.0,0.0
711,8,2025-07-20,18.9,8.6,0.0
712,8,2025-07-21,3.1,10.0,0.0
713,8,2025-07-22,13.7,7.6,0.0
714,8,2025-07-23,6.2,10.0,0.0
715,8,2025-07-24,36.5,10.0,0.9
716,8,2025-07-25,13.3,5.7,2.6
717,8,2025-07-26,10.0,8.2,0.4
718,8,2025-07-27,,8.4,0.9
719,8,2025-07-28,7.2,10.0,0.0
720,8,2025-07-29,8.3,9.3,1.6
721,9,2025-05-01,9.6,10.0,0.5
722,9,2025-05-02,3.6,9.7,2.1
723,9,2025-05-03,30.7,9.2,0.0
724,9,2025-05-04,22.8,7.3,2.4
725,9,2025-05-05,8.5,8.0,0.0
726,9,2025-05-06,9.5,9.2,0.0
727,9,2025-05-07,10.5,10.0,5.4
728,9,2025-05-08,0.7,8.3,0.0
729,9,2025-05-09,11.7,6.4,0.0
730,9,2025-05-10,,8.3,0.0
731,9,2025-05-11,8.6,10.0,1.0
732,9,2025-05-12,,10.0,0.0
733,9,2025-05-13,3.5,10.0,0.1
734,9,2025-05-14,16.1,9.9,1.5
735,9,2025-05-15,26.0,9.4,0.0
736,9,2025-05-16,25.4,10.0,0.0
737,9,2025-05-17,16.4,9.7,3.3
738,9,2025-05-18,14.0,10.0,2.9
739,9,2025-05-19,20.8,7.7,0.0
740,9,2025-05-20,13.4,8.0,0.0
741,9,2025-05-21,,8.7,3.3
742,9,2025-05-22,2.6,7.9,2.0
743,9,2025-05-23,27.0,8.3,0.9
744,9,2025-05-24,18.2,9.5,0.0
745,9,2025-05-25,14.9,10.0,0.0
746,9,2025-05-26,4.3,10.0,1.9
747,9,2025-05-27,3.2,8.2,0.0
748,9,2025-05-28,15.2,7.7,0.0
749,9,2025-05-29,1.2,9.8,0.0
750,9,2025-05-30,2.1,10.0,2.9
751,9,2025-05-31,7.8,9.8,0.0
752,9,2025-06-01,12.7,10.0,2.4
753,9,2025-06-02,15.5,7.7,0.0
754,9,2025-06-03,8.2,9.8,0.0
755,9,2025-06-04,25.7,10.0,1.4
756,9,2025-06-05,24.2,9.8,0.2
757,9,2025-06-06,21.1,9.6,0.2
758,9,2025-06-07,20.5,8.7,1.0
759,9,2025-06-08,210.1514361473617,10.0,3.8
760,9,2025-06-09,2.6,9.8,0.0
761,9,2025-06-10,15.7,10.0,0.0
762,9,2025-06-11,34.1,8.5,0.0
763,9,2025-06-12,34.2,9.3,0.6
764,9,2025-06-13,5.3,8.5,0.3
765,9,2025-06-14,15.0,7.9,0.7
766,9,2025-06-15,7.6,9.8,1.5
767,9,2025-06-16,27.5,10.0,1.7
768,9,2025-06-17,10.3,10.0,0.0
769,9,2025-06-18,12.0,7.5,3.6
770,9,2025-06-19,,10.0,0.0
771,9,2025-06-20,9.4,8.6,0.4
772,9,2025-06-21,3.6,10.0,2.8
773,9,2025-06-22,15.7,8.0,1.7
774,9,2025-06-23,12.1,10.0,0.0
775,9,2025-06-24,6.5,9.0,1.9
776,9,2025-06-25,8.5,8.1,0.0
777,9,2025-06-26,8.7,6.9,0.0
778,9,2025-06-27,8.1,8.9,1.3
779,9,2025-06-28,9.5,10.0,1.7
780,9,2025-06-29,3.3,7.7,0.0
781,9,2025-06-30,5.1,7.3,0.0
782,9,2025-07-01,15.4,8.4,0.0
783,9,2025-07-02,9.8,8.0,0.2
784,9,2025-07-03,7.5,9.7,0.0
785,9,2025-07-04,13.0,7.7,0.0
786,9,2025-07-05,9.4,8.0,2.0
787,9,2025-07-06,9.1,8.3,1.1
788,9,2025-07-07,32.0,10.0,2.5
789,9,2025-07-08,13.4,6.4,7.6
790,9,2025-07-09,8.0,10.0,0.0
791,9,2025-07-10,9.6,10.0,2.1
792,9,2025-07-11,19.3,8.7,0.0
793,9,2025-07-12,27.6,8.8,0.0
794,9,2025-07-13,33.2,10.0,0.6
795,9,2025-07-14,12.5,7.0,0.7
796,9,2025-07-15,11.8,7.6,0.0
797,9,2025-07-16,6.0,8.4,0.0
798,9,2025-07-17,3.7,9.6,1.7
799,9,2025-07-18,5.4,8.9,2.2
800,9,2025-07-19,6.4,10.0,0.0
801,9,2025-07-20,13.5,8.8,0.0
802,9,2025-07-21,14.7,10.0,0.0
803,9,2025-07-22,,8.4,0.0
804,9,2025-07-23,4.4,8.2,3.3
805,9,2025-07-24,0.8,6.1,0.0
806,9,2025-07-25,6.6,8.5,2.0
807,9,2025-07-26,25.1,9.5,0.4
808,9,2025-07-27,14.5,10.0,0.0
809,9,2025-07-28,30.2,9.2,0.0
810,9,2025-07-29,7.1,8.4,0.4
811,10,2025-05-01,12.8,8.3,1.7
812,10,2025-05-02,3.6,8.1,1.5
813,10,2025-05-03,13.0,10.0,3.8
814,10,2025-05-04,32.2,9.1,1.5
815,10,2025-05-05,23.8,8.7,5.0
816,10,2025-05-06,9.5,,0.4
817,10,2025-05-07,11.8,10.0,4.4
818,10,2025-05-08,6.9,7.6,0.0
819,10,2025-05-09,19.4,10.0,7.7
820,10,2025-05-10,26.3,8.0,0.0
821,10,2025-05-11,,10.0,4.0
822,10,2025-05-12,6.8,9.9,0.0
823,10,2025-05-13,8.6,9.4,0.0
824,10,2025-05-14,3.5,9.1,0.0
825,10,15/05/2025,22.6,10.0,0.2
826,10,2025-05-16,4.3,10.0,2.8
827,10,2025-05-17,21.6,7.3,0.0
828,10,2025-05-18,6.4,,2.1
829,10,2025-05-19,13.0,8.1,0.0
830,10,2025-05-20,1.3,8.8,0.0
831,10,2025-05-21,18.9,9.1,1.1
832,10,2025-05-22,14.8,9.2,0.2
833,10,2025-05-23,,9.4,0.0
834,10,2025-05-24,9.1,9.1,0.0
835,10,2025-05-25,26.9,9.9,0.7
836,10,2025-05-26,4.3,9.1,0.2
837,10,2025-05-27,12.8,8.7,6.7
838,10,2025-05-28,1.3,,0.0
839,10,2025-05-29,7.1,10.0,0.4
840,10,30/05/2025,14.3,6.6,2.0
841,10,2025-05-31,9.3,10.0,0.0
842,10,2025-06-01,6.1,10.0,0.0
843,10,2025-06-02,2.2,4.7,0.0
844,10,2025-06-03,22.5,8.3,0.0
845,10,2025-06-04,7.3,9.2,0.0
846,10,2025-06-05,13.9,5.2,0.0
847,10,2025-06-06,5.7,9.0,1.0
848,10,2025-06-07,13.9,7.5,0.4
849,10,2025-06-08,8.5,8.1,0.0
850,10,2025-06-09,11.8,10.0,1.9
851,10,2025-06-10,7.6,6.9,0.0
852,10,2025-06-11,5.4,10.0,0.6
853,10,2025-06-12,4.7,7.1,0.0
854,10,2025-06-13,7.2,8.8,0.0
855,10,2025-06-14,6.4,6.7,0.0
856,10,2025-06-15,12.7,9.3,0.5
857,10,2025-06-16,16.4,9.3,0.8
858,10,2025-06-17,28.7,10.0,0.0
859,10,2025-06-18,14.9,10.0,0.0
860,10,2025-06-19,11.1,8.7,2.2
861,10,2025-06-20,12.6,6.0,0.2
862,10,2025-06-21,11.2,8.8,1.1
863,10,2025-06-22,13.6,10.0,4.4
864,10,2025-06-23,15.2,7.9,7.8
865,10,2025-06-24,18.2,10.0,0.8
866,10,2025-06-25,20.8,7.0,0.0
867,10,2025-06-26,15.1,7.2,0.0
868,10,2025-06-27,8.0,9.5,0.0
869,10,2025-06-28,12.1,10.0,0.0
870,10,2025-06-29,29.1,9.7,3.7
871,10,2025-06-30,7.5,6.1,0.0
872,10,2025-07-01,24.1,8.8,0.3
873,10,2025-07-02,9.7,9.0,0.0
874,10,2025-07-03,13.8,9.7,0.0
875,10,2025-07-04,8.1,8.8,2.1
876,10,2025-07-05,6.0,7.9,1.9
877,10,2025-07-06,5.4,8.8,0.0
878,10,2025-07-07,4.5,4.6,0.0
879,10,2025-07-08,7.4,7.1,0.2
880,10,2025-07-09,10.9,8.0,0.0
881,10,2025-07-10,14.0,7.2,0.8
882,10,2025-07-11,1.6,8.8,0.9
883,10,2025-07-12,7.1,7.0,2.8
884,10,2025-07-13,17.3,7.4,0.0
885,10,2025-07-14,5.2,10.0,0.7
886,10,2025-07-15,14.5,7.3,1.2
887,10,2025-07-16,7.7,7.2,0.0
888,10,2025-07-17,18.6,10.0,2.5
889,10,2025-07-18,31.9,10.0,0.0
890,10,2025-07-19,5.9,10.0,2.3
891,10,2025-07-20,1.4,9.2,2.0
892,10,2025-07-21,13.7,7.5,1.4
893,10,2025-07-22,5.6,10.0,0.0
894,10,2025-07-23,13.9,10.0,0.8
895,10,2025-07-24,27.0,,1.4
896,10,2025-07-25,6.5,7.4,0.5
897,10,2025-07-26,17.1,9.4,2.3
898,10,2025-07-27,4.1,7.7,0.0
899,10,2025-07-28,23.1,8.3,0.0
900,10,2025-07-29,,7.3,0.1
901,11,2025-05-01,33.3,10.0,5.2
902,11,2025-05-02,3.1,9.8,0.2
903,11,2025-05-03,19.2,7.0,3.5
904,11,2025-05-04,20.6,10.0,0.0
905,11,2025-05-05,5.3,10.0,1.6
906,11,2025-05-06,12.5,10.0,0.0
907,11,2025-05-07,11.2,8.2,0.7
908,11,2025-05-08,5.4,9.2,1.1
909,11,2025-05-09,10.4,10.0,0.0
910,11,2025-05-10,33.8,9.9,0.0
911,11,2025-05-11,15.9,10.0,0.0
912,11,2025-05-12,16.7,8.2,0.0
913,11,2025-05-13,24.6,10.0,4.8
914,11,2025-05-14,11.1,8.3,0.1
915,11,2025-05-15,10.2,7.2,0.0
916,11,2025-05-16,26.8,8.6,0.0
917,11,2025-05-17,7.9,10.0,2.6
918,11,2025-05-18,23.5,10.0,0.0
919,11,2025-05-19,29.4,8.1,0.0
920,11,2025-05-20,12.9,8.1,0.2
921,11,2025-05-21,,10.0,2.6
922,11,2025-05-22,30.8,9.5,0.0
923,11,2025-05-23,36.4,8.0,0.0
924,11,2025-05-24,9.6,8.1,0.1
925,11,2025-05-25,11.6,8.2,0.0
926,11,2025-05-26,21.2,10.0,0.0
927,11,2025-05-27,3.7,10.0,0.4
928,11,2025-05-28,28.1,10.0,0.5
929,11,2025-05-29,2.7,9.3,0.1
930,11,2025-05-30,16.5,9.2,0.0
931,11,31/05/2025,4.0,10.0,0.0
932,11,2025-06-01,8.0,10.0,4.0
933,11,2025-06-02,6.5,9.0,5.5
934,11,2025-06-03,6.1,9.3,0.0
935,11,2025-06-04,14.0,8.1,0.0
936,11,2025-06-05,3.5,7.0,2.8
937,11,2025-06-06,1.5,7.5,0.0
938,11,2025-06-07,6.5,9.8,4.1
939,11,2025-06-08,13.4,9.7,0.0
940,11,2025-06-09,26.0,10.0,0.0
941,11,2025-06-10,8.0,8.1,1.2
942,11,2025-06-11,37.9,10.0,0.2
943,11,2025-06-12,21.2,8.7,0.0
944,11,2025-06-13,18.3,9.8,0.0
945,11,2025-06-14,9.4,9.4,0.3
946,11,2025-06-15,14.4,10.0,0.0
947,11,2025-06-16,39.9,8.9,1.6
948,11,2025-06-17,11.6,9.4,2.7
949,11,2025-06-18,13.8,5.8,4.0
950,11,2025-06-19,8.4,10.0,4.5
951,11,2025-06-20,5.6,8.9,0.6
952,11,2025-06-21,6.3,9.3,3.2
953,11,2025-06-22,3.0,8.8,0.0
954,11,2025-06-23,13.7,10.0,0.0
955,11,2025-06-24,12.1,10.0,0.5
956,11,2025-06-25,14.1,10.0,4.8
957,11,2025-06-26,40.0,10.0,0.5
958,11,2025-06-27,3.0,10.0,0.4
959,11,2025-06-28,11.1,10.0,0.7
960,11,2025-06-29,9.2,8.3,0.0
961,11,2025-06-30,6.7,7.7,0.0
962,11,2025-07-01,35.8,9.6,0.0
963,11,2025-07-02,3.4,10.0,2.7
964,11,2025-07-03,33.1,9.8,0.6
965,11,2025-07-04,2.8,8.9,0.0
966,11,2025-07-05,8.4,9.6,0.0
967,11,2025-07-06,3.8,10.0,0.0
968,11,2025-07-07,1.0,10.0,0.0
969,11,2025-07-08,25.0,9.0,0.0
970,11,2025-07-09,9.5,10.0,0.0
971,11,2025-07-10,16.1,9.1,0.0
972,11,2025-07-11,8.4,10.0,0.0
973,11,2025-07-12,33.7,9.3,0.0
974,11,2025-07-13,7.5,9.6,0.0
975,11,2025-07-14,10.4,10.0,0.0
976,11,2025-07-15,,10.0,0.0
977,11,2025-07-16,4.6,10.0,2.5
978,11,2025-07-17,14.2,8.4,0.0
979,11,2025-07-18,,10.0,9.8
980,11,2025-07-19,0.5,8.1,0.0
981,11,2025-07-20,28.7,8.7,0.7
982,11,2025-07-21,3.4,6.8,0.3
983,11,2025-07-22,3.9,9.4,0.1
984,11,2025-07-23,3.1,10.0,0.0
985,11,2025-07-24,4.9,10.0,0.0
986,11,2025-07-25,26.0,10.0,1.2
987,11,2025-07-26,12.6,7.9,0.0
988,11,2025-07-27,9.7,10.0,0.0
989,11,2025-07-28,44.8,6.8,1.2
990,11,2025-07-29,9.8,10.0,0.0
991,12,2025-05-01,11.0,9.9,0.1
992,12,2025-05-02,5.2,10.0,0.0
993,12,2025-05-03,10.4,9.9,2.9
994,12,2025-05-04,20.8,9.1,1.3
995,12,2025-05-05,24.0,7.6,0.0
996,12,2025-05-06,12.4,8.3,0.1
997,12,2025-05-07,3.8,10.0,0.0
998,12,2025-05-08,3.2,9.7,0.0
999,12,2025-05-09,3.0,10.0,0.0
1000,12,2025-05-10,7.2,10.0,3.9
1001,12,2025-05-11,15.4,10.0,0.7
1002,12,2025-05-12,2.4,8.1,2.7
1003,12,2025-05-13,,10.0,0.0
1004,12,2025-05-14,8.3,10.0,0.0
1005,12,2025-05-15,10.0,8.4,0.0
1006,12,2025-05-16,,9.6,4.0
1007,12,2025-05-17,10.9,10.0,0.9
1008,12,2025-05-18,16.8,8.1,0.7
1009,12,2025-05-19,8.0,7.5,0.0
1010,12,2025-05-20,13.0,10.0,1.2
1011,12,2025-05-21,4.3,7.2,0.0
1012,12,2025-05-22,5.9,9.2,1.3
1013,12,2025-05-23,16.9,9.0,4.8
1014,12,2025-05-24,13.1,8.8,0.0
1015,12,2025-05-25,8.7,8.3,1.8
1016,12,2025-05-26,3.6,10.0,2.4
1017,12,2025-05-27,7.0,10.0,4.3
1018,12,2025-05-28,4.9,9.6,0.6
1019,12,2025-05-29,1.0,9.0,1.7
1020,12,2025-05-30,5.4,10.0,1.3
1021,12,2025-05-31,3.1,9.3,2.4
1022,12,2025-06-01,12.9,10.0,0.8
1023,12,2025-06-02,18.4,9.5,0.0
1024,12,2025-06-03,290.86625276056645,10.0,0.0
1025,12,2025-06-04,9.4,9.8,0.0
1026,12,2025-06-05,22.9,10.0,0.0
1027,12,2025-06-06,12.2,10.0,0.0
1028,12,2025-06-07,18.0,10.0,0.0
1029,12,2025-06-08,20.6,8.7,0.0
1030,12,2025-06-09,12.8,10.0,0.0
1031,12,2025-06-10,26.0,9.3,1.5
1032,12,2025-06-11,12.6,10.0,0.0
1033,12,2025-06-12,10.3,10.0,0.0
1034,12,13/06/2025,62.0,10.0,6.6
1035,12,2025-06-14,8.7,9.4,0.3
1036,12,2025-06-15,1.9,6.9,0.0
1037,12,2025-06-16,14.4,10.0,0.0
1038,12,2025-06-17,18.2,8.3,0.0
1039,12,2025-06-18,17.5,9.4,0.0
1040,12,2025-06-19,7.4,7.5,0.0
1041,12,2025-06-20,5.4,10.0,0.0
1042,12,2025-06-21,12.7,9.8,0.0
1043,12,2025-06-22,0.8,9.8,0.4
1044,12,2025-06-23,6.1,10.0,8.8
1045,12,2025-06-24,23.2,8.9,0.0
1046,12,2025-06-25,10.8,10.0,2.5
1047,12,2025-06-26,12.3,9.5,7.2
1048,12,2025-06-27,4.9,10.0,8.2
1049,12,2025-06-28,4.2,10.0,0.0
1050,12,2025-06-29,16.1,8.7,2.0
1051,12,2025-06-30,5.1,8.4,0.0
1052,12,2025-07-01,1.6,10.0,0.0
1053,12,2025-07-02,1.0,9.4,4.6
1054,12,2025-07-03,8.9,9.1,0.0
1055,12,2025-07-04,14.0,8.7,0.5
1056,12,2025-07-05,11.5,10.0,4.7
1057,12,2025-07-06,15.3,8.9,2.3
1058,12,2025-07-07,10.1,9.1,4.0
1059,12,2025-07-08,,9.9,0.0
1060,12,2025-07-09,2.6,7.1,0.0
1061,12,2025-07-10,4.6,10.0,0.0
1062,12,2025-07-11,16.0,10.0,0.0
1063,12,2025-07-12,4.7,9.7,0.0
1064,12,2025-07-13,7.3,9.4,0.0
1065,12,2025-07-14,7.2,10.0,0.0
1066,12,2025-07-15,5.7,10.0,0.0
1067,12,2025-07-16,22.2,10.0,0.0
1068,12,2025-07-17,20.4,7.4,0.0
1069,12,2025-07-18,23.0,10.0,0.0
1070,12,2025-07-19,6.0,8.5,0.6
1071,12,2025-07-20,28.4,10.0,2.0
1072,12,2025-07-21,8.9,7.4,0.0
1073,12,2025-07-22,23.8,7.9,0.8
1074,12,2025-07-23,7.4,9.3,0.0
1075,12,2025-07-24,5.4,9.3,0.0
1076,12,2025-07-25,9.9,9.2,0.0
1077,12,2025-07-26,12.7,10.0,0.1
1078,12,2025-07-27,2.6,9.8,3.5
1079,12,2025-07-28,3.7,7.3,0.0
1080,12,2025-07-29,19.3,9.9,0.0
1081,13,2025-05-01,2.2,9.4,3.5
1082,13,2025-05-02,4.6,6.4,3.3
1083,13,2025-05-03,8.8,10.0,0.0
1084,13,2025-05-04,15.2,9.1,1.7
1085,13,2025-05-05,19.9,10.0,1.8
1086,13,2025-05-06,16.6,8.9,0.0
1087,13,2025-05-07,9.0,10.0,0.0
1088,13,2025-05-08,7.7,10.0,0.1
1089,13,2025-05-09,5.3,10.0,0.0
1090,13,2025-05-10,4.8,9.6,0.0
1091,13,2025-05-11,14.9,10.0,0.0
1092,13,2025-05-12,11.8,9.3,0.0
1093,13,2025-05-13,7.6,10.0,0.1
1094,13,2025-05-14,14.0,10.0,1.1
1095,13,2025-05-15,27.1,9.8,0.0
1096,13,2025-05-16,13.3,9.2,1.9
1097,13,2025-05-17,5.1,8.8,2.4
1098,13,2025-05-18,0.6,10.0,0.0
1099,13,2025-05-19,13.7,10.0,0.0
1100,13,2025-05-20,4.8,8.8,0.0
1101,13,2025-05-21,6.0,10.0,0.7
1102,13,2025-05-22,11.5,9.8,0.0
1103,13,2025-05-23,17.2,8.8,0.0
1104,13,2025-05-24,330.5640137410104,10.0,0.0
1105,13,2025-05-25,23.7,10.0,1.1
1106,13,2025-05-26,10.7,10.0,0.0
1107,13,2025-05-27,25.9,10.0,0.0
1108,13,2025-05-28,28.9,10.0,0.0
1109,13,2025-05-29,1.0,10.0,0.0
1110,13,2025-05-30,5.1,6.7,3.9
1111,13,2025-05-31,17.0,6.6,1.2
1112,13,2025-06-01,10.2,6.6,3.6
1113,13,2025-06-02,7.7,10.0,0.0
1114,13,2025-06-03,13.1,9.7,0.4
1115,13,2025-06-04,14.1,5.6,0.0
1116,13,2025-06-05,5.9,9.0,0.0
1117,13,2025-06-06,15.8,8.2,0.0
1118,13,2025-06-07,11.6,9.6,2.2
1119,13,2025-06-08,6.2,8.9,0.0
1120,13,2025-06-09,9.3,6.9,0.0
1121,13,2025-06-10,17.4,8.5,1.4
1122,13,2025-06-11,8.1,10.0,0.0
1123,13,2025-06-12,17.6,8.0,1.3
1124,13,2025-06-13,0.2,10.0,0.0
1125,13,2025-06-14,8.4,10.0,0.1
1126,13,2025-06-15,17.2,10.0,0.1
1127,13,2025-06-16,7.1,9.5,0.3
1128,13,2025-06-17,,10.0,0.2
1129,13,2025-06-18,11.6,10.0,0.0
1130,13,2025-06-19,13.9,10.0,0.5
1131,13,2025-06-20,12.3,8.2,3.3
1132,13,2025-06-21,5.9,7.9,0.0
1133,13,2025-06-22,20.6,7.4,0.4
1134,13,2025-06-23,8.9,9.2,0.0
1135,13,2025-06-24,7.3,9.2,1.4
1136,13,2025-06-25,29.5,6.8,0.0
1137,13,2025-06-26,24.0,9.4,0.0
1138,13,2025-06-27,18.2,9.8,2.0
1139,13,2025-06-28,3.7,10.0,0.0
1140,13,2025-06-29,22.9,8.2,3.8
1141,13,2025-06-30,15.4,8.8,0.0
1142,13,2025-07-01,2.3,8.5,6.6
1143,13,2025-07-02,24.5,10.0,0.0
1144,13,2025-07-03,7.9,10.0,0.0
1145,13,2025-07-04,21.8,8.5,0.4
1146,13,2025-07-05,28.7,9.1,0.0
1147,13,2025-07-06,8.2,6.9,0.0
1148,13,2025-07-07,6.0,9.5,2.8
1149,13,2025-07-08,12.6,8.1,0.0
1150,13,2025-07-09,5.3,10.0,0.0
1151,13,2025-07-10,20.8,10.0,0.0
1152,13,2025-07-11,9.6,10.0,3.3
1153,13,2025-07-12,15.6,10.0,2.5
1154,13,2025-07-13,2.2,5.8,5.3
1155,13,2025-07-14,6.5,10.0,0.0
1156,13,2025-07-15,10.7,8.6,2.7
1157,13,2025-07-16,14.7,9.0,0.0
1158,13,2025-07-17,10.1,10.0,0.0
1159,13,2025-07-18,7.0,10.0,0.0
1160,13,2025-07-19,19.8,8.6,0.0
1161,13,2025-07-20,6.7,8.3,0.0
1162,13,2025-07-21,9.9,10.0,2.9
1163,13,2025-07-22,7.6,10.0,0.0
1164,13,2025-07-23,6.6,9.0,0.0
1165,13,2025-07-24,13.1,9.1,1.6
1166,13,2025-07-25,9.5,10.0,0.0
1167,13,2025-07-26,12.2,6.1,2.9
1168,13,2025-07-27,6.6,10.0,3.7
1169,13,2025-07-28,15.1,10.0,0.0
1170,13,2025-07-29,3.7,9.9,0.0
1171,14,2025-05-01,5.9,10.0,0.0
1172,14,2025-05-02,0.2,9.2,5.3
1173,14,2025-05-03,6.4,10.0,3.3
1174,14,2025-05-04,1.4,9.6,0.0
1175,14,2025-05-05,15.0,10.0,1.1
1176,14,2025-05-06,6.7,10.0,0.0
1177,14,2025-05-07,1.5,9.5,0.3
1178,14,2025-05-08,22.2,10.0,0.0
1179,14,2025-05-09,13.6,7.2,1.5
1180,14,2025-05-10,24.6,7.2,0.0
1181,14,2025-05-11,3.4,,0.2
1182,14,2025-05-12,9.4,8.7,0.0
1183,14,2025-05-13,16.4,9.8,0.0
1184,14,2025-05-14,20.9,9.9,0.2
1185,14,2025-05-15,11.9,10.0,0.0
1186,14,2025-05-16,9.3,8.2,2.5
1187,14,2025-05-17,17.1,9.1,0.0
1188,14,2025-05-18,12.4,6.6,0.0
1189,14,2025-05-19,9.0,8.8,0.0
1190,14,2025-05-20,1.1,9.4,0.0
1191,14,2025-05-21,9.5,10.0,0.2
1192,14,2025-05-22,21.9,10.0,0.0
1193,14,2025-05-23,6.9,9.8,1.2
1194,14,2025-05-24,14.5,8.9,2.2
1195,14,2025-05-25,2.3,9.2,4.6
1196,14,2025-05-26,22.6,7.3,0.0
1197,14,2025-05-27,4.1,8.4,0.0
1198,14,2025-05-28,4.2,10.0,0.0
1199,14,2025-05-29,5.9,10.0,0.0
1200,14,2025-05-30,10.3,6.9,2.4
1201,14,2025-05-31,7.2,10.0,0.0
1202,14,2025-06-01,11.2,9.0,0.0
1203,14,2025-06-02,22.7,7.9,0.0
1204,14,2025-06-03,6.1,10.0,1.1
1205,14,2025-06-04,16.3,7.8,3.4
1206,14,2025-06-05,14.1,8.6,0.0
1207,14,2025-06-06,1.0,9.1,2.9
1208,14,2025-06-07,34.0,10.0,0.0
1209,14,2025-06-08,,7.2,0.0
