record_id,zone_id,date,deliveries_count,cost_per_delivery,battery_used_pct
665,8,2025-06-04,6,76.75,72.6
666,8,2025-06-05,4,76.39,69.6
667,8,2025-06-06,4,72.69,66.8
668,8,2025-06-07,5,72.75,66.6
669,8,2025-06-08,6,67.5,70.6
670,8,2025-06-09,8,70.73,72.4
671,8,2025-06-10,4,68.36,66.7
672,8,2025-06-11,5,70.36,73.1
673,8,2025-06-12,7,72.39,61.7
674,8,2025-06-13,6,69.46,70.0
675,8,2025-06-14,1,,64.5
676,8,2025-06-15,8,73.73,77.0
677,8,2025-06-16,7,73.81,67.8
678,8,2025-06-17,7,70.26,71.7
679,8,2025-06-18,7,76.36,80.8
680,8,2025-06-19,2,71.65,69.6
681,8,2025-06-20,5,71.1,68.1
682,8,2025-06-21,8,73.64,66.5
683,8,2025-06-22,5,73.18,69.7
684,8,2025-06-23,4,73.65,73.1
685,8,2025-06-24,3,71.21,68.5
686,8,2025-06-25,7,70.72,67.8
687,8,2025-06-26,7,73.97,70.5
688,8,2025-06-27,6,72.77,71.3
689,8,2025-06-28,1,73.98,67.4
690,8,2025-06-29,8,,75.4
691,8,2025-06-30,6,76.08,74.7
692,8,2025-07-01,5,73.77,67.3
693,8,2025-07-02,5,75.03,74.6
694,8,2025-07-03,7,71.83,69.8
695,8,2025-07-04,5,68.85,60.6
696,8,2025-07-05,5,69.52,67.7
697,8,2025-07-06,6,71.82,75.6
698,8,2025-07-07,3,74.08,72.2
699,8,2025-07-08,7,76.3,69.4
700,8,2025-07-09,7,,63.5
701,8,2025-07-10,4,74.31,66.1
702,8,2025-07-11,9,76.56,65.0
703,8,2025-07-12,5,70.48,72.3
704,8,2025-07-13,5,74.99,67.6
705,8,2025-07-14,7,73.3,65.7
706,8,2025-07-15,4,71.64,68.8
707,8,2025-07-16,11,65.49,69.0
708,8,2025-07-17,5,75.53,69.7
709,8,2025-07-18,3,73.25,71.9
710,8,2025-07-19,7,76.52,72.6
711,8,2025-07-20,7,74.5,69.8
712,8,2025-07-21,5,74.96,68.3
713,8,2025-07-22,3,73.49,75.9
714,8,2025-07-23,6,68.78,70.4
715,8,2025-07-24,5,73.7,70.7
716,8,2025-07-25,4,77.65,63.3
717,8,2025-07-26,5,72.87,63.2
718,8,2025-07-27,6,,69.8
719,8,2025-07-28,5,69.4,67.3
720,8,2025-07-29,7,72.23,74.9
721,9,2025-05-01,9,56.43,55.5
722,9,2025-05-02,6,63.18,60.8
723,9,2025-05-03,8,57.33,49.5
724,9,2025-05-04,8,61.16,58.4
725,9,2025-05-05,7,58.8,55.1
726,9,2025-05-06,9,66.03,48.1
727,9,2025-05-07,8,65.83,54.5
728,9,2025-05-08,11,58.69,53.8
729,9,2025-05-09,5,53.12,60.6
730,9,2025-05-10,9,58.96,52.8
731,9,2025-05-11,12,54.97,56.3
732,9,2025-05-12,7,55.67,55.3
733,9,2025-05-13,7,61.04,54.6
734,9,2025-05-14,8,61.22,61.7
735,9,2025-05-15,6,61.92,49.3
736,9,2025-05-16,9,61.18,60.4
737,9,2025-05-17,6,58.82,54.5
738,9,2025-05-18,7,61.57,58.0
739,9,2025-05-19,7,,55.6
740,9,2025-05-20,8,59.56,62.9
741,9,2025-05-21,10,,51.9
742,9,2025-05-22,11,59.22,51.9
743,9,2025-05-23,4,64.02,52.1
744,9,2025-05-24,10,62.78,51.8
745,9,2025-05-25,6,53.85,58.1
746,9,2025-05-26,6,,54.6
747,9,2025-05-27,8,58.54,57.2
748,9,2025-05-28,5,61.51,62.4
749,9,2025-05-29,6,64.61,54.9
750,9,2025-05-30,10,55.77,53.7
751,9,2025-05-31,5,59.38,60.5
752,9,2025-06-01,9,59.72,49.5
753,9,2025-06-02,3,62.42,52.8
754,9,2025-06-03,9,60.36,56.2
755,9,2025-06-04,10,63.47,50.2
756,9,2025-06-05,9,63.34,47.4
757,9,2025-06-06,9,58.25,54.2
758,9,2025-06-07,8,58.3,51.8
759,9,2025-06-08,10,56.5,50.2
760,9,2025-06-09,9,56.31,57.2
761,9,2025-06-10,11,54.58,51.8
762,9,2025-06-11,9,56.82,52.6
763,9,2025-06-12,7,62.11,53.5
764,9,2025-06-13,10,64.03,61.5
765,9,2025-06-14,7,60.02,51.3
766,9,2025-06-15,11,61.33,56.2
767,9,2025-06-16,10,61.71,48.5
768,9,2025-06-17,9,56.77,53.0
769,9,2025-06-18,9,65.75,66.9
770,9,2025-06-19,10,59.21,56.6
771,9,2025-06-20,9,58.8,61.7
772,9,2025-06-21,9,61.25,57.2
773,9,2025-06-22,7,62.28,52.0
774,9,2025-06-23,10,56.46,56.3
775,9,2025-06-24,8,61.13,61.2
776,9,2025-06-25,7,61.77,50.1
777,9,2025-06-26,8,61.85,57.9
778,9,2025-06-27,7,,48.4
779,9,2025-06-28,9,62.43,56.8
780,9,2025-06-29,7,59.91,54.5
781,9,2025-06-30,9,61.86,56.2
782,9,2025-07-01,10,58.18,45.9
783,9,2025-07-02,10,58.32,51.0
784,9,2025-07-03,9,58.58,58.7
785,9,2025-07-04,11,61.81,49.0
786,9,2025-07-05,8,60.54,53.0
787,9,2025-07-06,6,54.43,56.1
788,9,2025-07-07,10,55.7,48.4
789,9,2025-07-08,7,57.87,60.6
790,9,2025-07-09,11,54.64,50.0
791,9,2025-07-10,9,59.29,52.3
792,9,2025-07-11,11,61.27,59.0
793,9,2025-07-12,7,58.68,49.2
794,9,2025-07-13,6,60.54,50.6
795,9,2025-07-14,8,60.79,54.3
796,9,2025-07-15,6,57.48,137.6544363092254
797,9,2025-07-16,4,62.43,58.6
798,9,2025-07-17,7,56.97,48.5
799,9,2025-07-18,6,59.51,48.7
800,9,2025-07-19,8,56.75,55.3
801,9,2025-07-20,7,57.59,55.2
802,9,2025-07-21,11,58.95,61.2
803,9,2025-07-22,10,55.86,57.8
804,9,2025-07-23,11,56.32,57.8
805,9,2025-07-24,10,56.39,50.8
806,9,2025-07-25,9,60.57,56.7
807,9,2025-07-26,10,60.93,49.2
808,9,2025-07-27,8,63.27,53.6
809,9,2025-07-28,9,55.17,56.6
810,9,2025-07-29,8,59.57,59.0
811,10,2025-05-01,7,66.95,56.7
812,10,2025-05-02,6,64.74,61.7
813,10,2025-05-03,6,64.87,64.1
814,10,2025-05-04,10,60.44,67.7
815,10,2025-05-05,6,61.38,63.5
816,10,2025-05-06,7,66.05,61.9
817,10,2025-05-07,5,62.91,58.0
818,10,2025-05-08,6,62.76,60.5
819,10,2025-05-09,6,67.31,66.7
820,10,2025-05-10,8,65.98,62.7
821,10,2025-05-11,8,65.49,63.7
822,10,2025-05-12,9,61.55,64.2
823,10,2025-05-13,9,62.97,60.9
824,10,2025-05-14,12,,65.0
825,10,2025-05-15,8,62.9,55.2
826,10,2025-05-16,10,67.42,59.8
827,10,2025-05-17,6,61.24,63.5
828,10,2025-05-18,6,70.42,68.7
829,10,2025-05-19,6,63.61,64.2
830,10,2025-05-20,3,65.12,60.9
831,10,2025-05-21,6,65.22,58.0
832,10,2025-05-22,9,69.59,55.7
833,10,2025-05-23,9,,59.6
834,10,2025-05-24,9,66.28,63.0
835,10,2025-05-25,5,64.27,58.3
836,10,2025-05-26,10,62.78,72.5
837,10,2025-05-27,8,61.21,55.5
838,10,2025-05-28,7,66.9,62.9
839,10,2025-05-29,7,64.88,62.1
840,10,2025-05-30,5,58.6,59.8
841,10,2025-05-31,8,65.79,72.7
842,10,2025-06-01,8,64.32,64.4
843,10,2025-06-02,11,66.52,63.2
844,10,2025-06-03,5,61.87,62.6
845,10,2025-06-04,6,66.93,57.1
846,10,2025-06-05,9,64.37,64.7
847,10,2025-06-06,6,61.52,61.0
848,10,2025-06-07,7,61.48,59.9
849,10,2025-06-08,4,72.54,62.5
850,10,2025-06-09,11,63.57,64.8
851,10,2025-06-10,11,60.5,53.2
852,10,2025-06-11,8,66.43,57.3
853,10,2025-06-12,8,57.35,60.8
854,10,2025-06-13,7,68.03,56.7
855,10,2025-06-14,5,62.48,61.8
856,10,2025-06-15,8,64.04,56.8
857,10,2025-06-16,7,67.84,59.8
858,10,2025-06-17,7,60.91,59.6
859,10,2025-06-18,10,73.12,56.3
860,10,2025-06-19,11,68.25,61.9
861,10,2025-06-20,7,66.38,62.3
862,10,2025-06-21,6,68.93,65.1
863,10,2025-06-22,6,61.3,59.9
864,10,2025-06-23,6,65.07,65.7
865,10,2025-06-24,9,65.13,61.0
866,10,2025-06-25,8,58.52,58.3
867,10,2025-06-26,3,68.86,58.8
868,10,2025-06-27,5,67.12,58.2
869,10,2025-06-28,6,63.39,60.0
870,10,2025-06-29,10,58.64,64.3
871,10,2025-06-30,7,67.21,56.2
872,10,2025-07-01,9,65.24,63.1
873,10,2025-07-02,8,63.06,61.1
874,10,2025-07-03,9,69.63,63.6
875,10,2025-07-04,8,65.51,66.4
876,10,2025-07-05,9,62.68,66.4
877,10,2025-07-06,8,63.93,58.8
878,10,2025-07-07,8,66.65,61.5
879,10,2025-07-08,8,70.36,65.0
880,10,2025-07-09,8,68.08,56.6
881,10,2025-07-10,5,70.69,59.9
882,10,2025-07-11,6,63.3,56.4
883,10,2025-07-12,7,-64.15,55.1
884,10,2025-07-13,10,67.97,57.1
885,10,2025-07-14,6,66.79,64.9
886,10,2025-07-15,9,67.82,56.4
887,10,2025-07-16,5,65.78,63.0
888,10,2025-07-17,5,62.57,63.1
889,10,2025-07-18,9,66.65,55.3
890,10,2025-07-19,8,61.56,63.0
891,10,2025-07-20,8,63.17,63.1
892,10,2025-07-21,3,63.64,56.7
893,10,2025-07-22,7,66.31,54.5
894,10,2025-07-23,7,64.47,63.5
895,10,2025-07-24,8,64.27,63.7
896,10,2025-07-25,4,66.21,62.6
897,10,2025-07-26,5,67.53,63.2
898,10,2025-07-27,7,64.53,60.6
899,10,2025-07-28,9,66.26,66.5
900,10,2025-07-29,10,61.32,63.2
901,11,2025-05-01,18,31.66,25.6
902,11,2025-05-02,16,33.57,22.2
903,11,2025-05-03,13,30.93,21.3
904,11,2025-05-04,17,35.19,18.0
905,11,2025-05-05,14,32.0,15.7
906,11,2025-05-06,15,24.2,23.8
907,11,2025-05-07,17,28.72,21.7
908,11,2025-05-08,16,28.98,17.0
909,11,2025-05-09,16,36.39,21.3
910,11,2025-05-10,13,,18.3
911,11,2025-05-11,15,34.19,28.0
912,11,2025-05-12,12,27.86,29.2
913,11,2025-05-13,17,29.49,22.6
914,11,2025-05-14,14,33.06,22.9
915,11,2025-05-15,8,30.63,23.5
916,11,2025-05-16,11,29.61,22.2
917,11,2025-05-17,17,31.66,20.4
918,11,2025-05-18,13,35.22,19.4
919,11,2025-05-19,14,30.28,19.4
920,11,2025-05-20,15,28.23,16.7
921,11,2025-05-21,15,32.39,18.0
922,11,2025-05-22,15,28.61,22.3
923,11,2025-05-23,12,30.4,23.1
924,11,2025-05-24,12,29.91,20.4
925,11,2025-05-25,13,29.97,15.1
926,11,2025-05-26,13,29.65,20.2
927,11,2025-05-27,15,30.31,23.2
928,11,2025-05-28,11,28.55,16.4
929,11,2025-05-29,12,29.04,19.8
930,11,2025-05-30,14,26.61,19.4
931,11,2025-05-31,13,32.29,19.0
932,11,2025-06-01,12,27.72,21.1
933,11,2025-06-02,13,32.22,14.1
934,11,2025-06-03,19,31.4,22.0
935,11,2025-06-04,13,31.55,17.2
936,11,2025-06-05,12,25.17,20.9
937,11,2025-06-06,13,33.25,19.1
938,11,2025-06-07,13,28.59,28.2
939,11,2025-06-08,14,36.0,24.5
940,11,2025-06-09,10,31.61,22.8
941,11,2025-06-10,13,29.66,24.6
942,11,2025-06-11,17,26.28,21.0
943,11,2025-06-12,15,34.24,21.0
944,11,2025-06-13,12,29.4,14.4
945,11,2025-06-14,13,35.19,20.2
946,11,2025-06-15,17,29.6,28.9
947,11,2025-06-16,14,37.16,20.6
948,11,2025-06-17,11,25.95,27.2
949,11,2025-06-18,12,31.15,16.9
950,11,2025-06-19,12,27.99,18.8
951,11,2025-06-20,11,28.86,24.6
952,11,2025-06-21,12,31.16,26.1
953,11,2025-06-22,16,28.35,20.3
954,11,2025-06-23,14,31.08,19.1
955,11,2025-06-24,14,27.19,24.0
956,11,2025-06-25,12,29.58,17.9
957,11,2025-06-26,12,32.1,26.2
958,11,2025-06-27,12,31.88,12.9
959,11,2025-06-28,12,30.41,17.6
960,11,2025-06-29,13,28.5,22.4
961,11,2025-06-30,12,23.79,12.8
962,11,2025-07-01,13,31.87,10.3
963,11,2025-07-02,13,28.92,26.8
964,11,2025-07-03,9,31.65,21.8
965,11,2025-07-04,15,32.8,22.1
966,11,2025-07-05,17,42.28,12.9
967,11,2025-07-06,13,29.64,22.4
968,11,2025-07-07,14,29.23,19.0
969,11,2025-07-08,13,25.95,24.3
970,11,2025-07-09,16,27.11,19.4
971,11,2025-07-10,12,28.89,22.7
972,11,2025-07-11,17,32.77,24.0
973,11,2025-07-12,14,29.97,23.9
974,11,2025-07-13,15,34.39,18.4
975,11,2025-07-14,14,29.92,21.0
976,11,2025-07-15,14,31.26,20.8
977,11,2025-07-16,15,35.23,25.2
978,11,2025-07-17,15,29.13,17.7
979,11,2025-07-18,12,33.13,27.1
980,11,2025-07-19,13,29.81,14.7
981,11,2025-07-20,15,33.49,19.4
982,11,2025-07-21,11,29.93,22.5
983,11,2025-07-22,13,30.76,10.0
984,11,2025-07-23,15,25.61,26.1
985,11,2025-07-24,12,31.9,27.3
986,11,2025-07-25,13,35.74,25.0
987,11,2025-07-26,12,33.91,16.8
988,11,2025-07-27,11,28.67,19.1
989,11,2025-07-28,14,34.17,20.2
990,11,2025-07-29,14,28.79,14.0
991,12,2025-05-01,2,72.72,75.5
992,12,2025-05-02,5,84.42,79.4
993,12,2025-05-03,6,82.25,72.4
994,12,2025-05-04,7,79.06,76.8
995,12,2025-05-05,1,80.66,76.9
996,12,2025-05-06,5,75.58,75.3
997,12,2025-05-07,8,75.07,85.4
998,12,2025-05-08,4,80.27,76.0
999,12,2025-05-09,5,75.6,76.1
1000,12,2025-05-10,4,74.73,77.1
1001,12,2025-05-11,4,72.74,72.3
1002,12,2025-05-12,2,84.12,78.0
1003,12,2025-05-13,7,79.92,69.6
1004,12,2025-05-14,7,77.05,75.4
1005,12,2025-05-15,4,74.6,70.2
1006,12,2025-05-16,1,81.58,69.7
1007,12,2025-05-17,7,77.11,78.0
1008,12,2025-05-18,7,77.07,74.1
1009,12,2025-05-19,5,72.85,74.2
1010,12,2025-05-20,5,79.81,73.7
1011,12,2025-05-21,6,71.0,73.1
1012,12,2025-05-22,6,75.51,76.0
1013,12,2025-05-23,3,77.43,76.4
1014,12,2025-05-24,5,77.84,78.2
1015,12,2025-05-25,6,76.7,76.6
1016,12,2025-05-26,4,72.31,80.4
1017,12,2025-05-27,2,,80.5
1018,12,2025-05-28,3,76.33,74.6
1019,12,2025-05-29,4,83.66,72.3
1020,12,2025-05-30,4,79.07,70.9
1021,12,2025-05-31,5,79.41,74.4
1022,12,2025-06-01,5,76.87,69.7
1023,12,2025-06-02,5,83.72,75.8
1024,12,2025-06-03,8,80.54,70.7
1025,12,2025-06-04,3,-79.07,82.3
1026,12,2025-06-05,6,83.91,78.9
1027,12,2025-06-06,7,79.16,74.8
1028,12,2025-06-07,3,78.88,67.9
1029,12,2025-06-08,5,77.9,77.0
1030,12,2025-06-09,5,82.12,67.9
1031,12,2025-06-10,5,73.01,78.8
1032,12,2025-06-11,7,79.72,72.3
1033,12,2025-06-12,5,81.59,78.1
1034,12,2025-06-13,6,80.2,72.9
1035,12,2025-06-14,3,83.41,80.0
1036,12,2025-06-15,6,79.54,70.6
1037,12,2025-06-16,2,79.81,68.3
1038,12,2025-06-17,2,77.61,74.5
1039,12,2025-06-18,4,79.63,76.8
1040,12,2025-06-19,8,76.19,79.9
1041,12,2025-06-20,6,77.01,73.3
1042,12,2025-06-21,6,77.39,75.2
1043,12,2025-06-22,5,,81.0
1044,12,2025-06-23,5,77.23,75.4
1045,12,2025-06-24,5,73.27,81.7
1046,12,2025-06-25,3,79.79,79.6
1047,12,2025-06-26,6,79.88,74.7
1048,12,2025-06-27,4,72.08,75.4
1049,12,2025-06-28,3,79.76,77.6
1050,12,2025-06-29,3,76.32,75.3
1051,12,2025-06-30,1,80.99,74.3
1052,12,2025-07-01,2,77.34,71.6
1053,12,2025-07-02,7,74.75,76.2
1054,12,2025-07-03,6,79.4,73.3
1055,12,2025-07-04,2,77.08,73.0
1056,12,2025-07-05,5,73.2,74.2
1057,12,2025-07-06,3,78.17,74.1
1058,12,2025-07-07,6,80.28,70.5
1059,12,2025-07-08,2,75.45,72.7
1060,12,2025-07-09,6,76.96,79.7
1061,12,2025-07-10,3,81.4,77.8
1062,12,2025-07-11,7,77.47,72.6
1063,12,2025-07-12,7,74.87,79.3
1064,12,2025-07-13,6,83.95,74.1
1065,12,2025-07-14,2,85.3,73.3
1066,12,2025-07-15,1,72.82,78.6
1067,12,2025-07-16,5,77.34,77.5
1068,12,2025-07-17,7,79.74,76.6
1069,12,2025-07-18,3,75.6,73.0
1070,12,2025-07-19,6,80.95,79.4
1071,12,2025-07-20,8,82.01,71.0
1072,12,2025-07-21,8,83.03,78.7
1073,12,2025-07-22,3,73.49,73.7
1074,12,2025-07-23,6,80.62,71.5
1075,12,2025-07-24,5,82.57,78.5
1076,12,2025-07-25,7,75.5,72.4
1077,12,2025-07-26,4,80.8,75.6
1078,12,2025-07-27,9,72.38,71.5
1079,12,2025-07-28,7,74.62,76.5
1080,12,2025-07-29,7,74.7,76.5
1081,13,2025-05-01,3,71.46,122.1777470303578
1082,13,2025-05-02,8,74.6,67.1
1083,13,2025-05-03,7,72.74,64.8
1084,13,2025-05-04,7,65.85,70.2
1085,13,2025-05-05,7,73.34,72.0
1086,13,2025-05-06,5,71.86,64.2
1087,13,2025-05-07,6,74.98,73.5
1088,13,2025-05-08,8,71.56,64.1
1089,13,2025-05-09,4,73.42,75.5
1090,13,2025-05-10,7,70.29,68.7
1091,13,2025-05-11,8,70.77,64.3
1092,13,2025-05-12,9,73.58,64.1
1093,13,2025-05-13,6,74.93,68.3
1094,13,2025-05-14,6,73.08,64.3
1095,13,2025-05-15,3,64.96,71.3
1096,13,2025-05-16,6,75.93,66.4
1097,13,2025-05-17,9,69.54,66.6
1098,13,2025-05-18,7,63.96,72.9
1099,13,2025-05-19,9,67.8,63.4
1100,13,2025-05-20,8,68.58,63.1
1101,13,2025-05-21,6,72.44,64.0
1102,13,2025-05-22,8,68.34,72.2
1103,13,2025-05-23,10,73.02,69.2
1104,13,2025-05-24,7,71.42,63.0
1105,13,2025-05-25,5,77.68,63.7
1106,13,2025-05-26,4,72.67,67.5
1107,13,2025-05-27,6,74.79,77.0
1108,13,2025-05-28,7,68.71,61.6
1109,13,2025-05-29,6,74.73,69.7
1110,13,2025-05-30,8,69.65,63.4
1111,13,2025-05-31,9,74.16,61.6
1112,13,2025-06-01,3,73.14,73.3
1113,13,2025-06-02,7,67.32,67.2
1114,13,2025-06-03,6,76.81,70.6
1115,13,2025-06-04,4,68.34,72.7
1116,13,2025-06-05,9,76.31,66.6
1117,13,2025-06-06,5,73.46,67.2
1118,13,2025-06-07,6,70.4,69.5
1119,13,2025-06-08,6,69.64,67.1
1120,13,2025-06-09,4,65.03,69.6
1121,13,2025-06-10,2,67.96,61.0
1122,13,2025-06-11,10,67.35,64.9
1123,13,2025-06-12,7,69.84,68.5
1124,13,2025-06-13,4,71.81,67.4
1125,13,2025-06-14,3,75.77,75.0
1126,13,2025-06-15,4,68.35,66.6
1127,13,2025-06-16,10,72.94,64.8
1128,13,2025-06-17,8,74.99,68.6
1129,13,2025-06-18,4,74.74,65.5
1130,13,2025-06-19,6,71.65,71.2
1131,13,2025-06-20,6,66.69,64.5
1132,13,2025-06-21,3,71.19,75.6
1133,13,2025-06-22,11,72.94,73.7
1134,13,2025-06-23,7,70.21,69.7
1135,13,2025-06-24,7,72.01,67.4
1136,13,2025-06-25,6,63.82,70.5
1137,13,2025-06-26,5,70.75,75.9
1138,13,2025-06-27,4,,75.7
1139,13,2025-06-28,8,69.77,67.2
1140,13,2025-06-29,5,72.04,62.6
1141,13,2025-06-30,7,69.6,67.4
1142,13,2025-07-01,8,72.67,60.6
1143,13,2025-07-02,7,72.18,73.3
1144,13,2025-07-03,9,74.72,69.6
1145,13,2025-07-04,11,72.99,67.4
1146,13,2025-07-05,4,74.09,70.0
1147,13,2025-07-06,6,67.56,68.9
1148,13,2025-07-07,9,69.58,68.3
1149,13,2025-07-08,6,73.51,63.2
1150,13,2025-07-09,5,69.01,66.2
1151,13,2025-07-10,6,69.99,62.7
1152,13,2025-07-11,10,69.74,56.0
1153,13,2025-07-12,6,74.69,66.2
1154,13,2025-07-13,10,67.91,74.5
1155,13,2025-07-14,6,71.89,71.8
1156,13,2025-07-15,6,67.41,66.1
1157,13,2025-07-16,6,70.06,66.9
1158,13,2025-07-17,4,71.18,68.0
1159,13,2025-07-18,8,69.27,62.6
1160,13,2025-07-19,9,65.1,72.4
1161,13,2025-07-20,5,70.51,57.3
1162,13,2025-07-21,5,71.23,63.7
1163,13,2025-07-22,4,76.01,70.4
1164,13,2025-07-23,6,66.63,66.4
1165,13,2025-07-24,7,72.91,65.6
1166,13,2025-07-25,6,77.23,71.0
1167,13,2025-07-26,8,70.87,66.3
1168,13,2025-07-27,6,69.54,67.9
1169,13,2025-07-28,7,69.91,62.3
1170,13,2025-07-29,5,71.24,69.8
1171,14,2025-05-01,15,43.84,28.7
1172,14,2025-05-02,13,34.94,34.0
1173,14,2025-05-03,14,37.79,33.9
1174,14,2025-05-04,7,33.53,34.3
1175,14,2025-05-05,11,37.28,38.8
1176,14,2025-05-06,16,36.66,31.5
1177,14,2025-05-07,15,34.68,28.0
1178,14,2025-05-08,9,45.75,31.8
1179,14,2025-05-09,13,46.47,38.6
1180,14,2025-05-10,11,37.74,32.1
1181,14,2025-05-11,13,41.17,38.1
1182,14,2025-05-12,12,36.95,127.28623823775904
1183,14,2025-05-13,10,42.24,38.1
1184,14,2025-05-14,9,40.07,30.1
1185,14,2025-05-15,8,41.22,42.3
1186,14,2025-05-16,12,40.08,34.8
1187,14,2025-05-17,12,39.84,27.1
1188,14,2025-05-18,14,37.91,23.5
1189,14,2025-05-19,12,43.06,32.5
1190,14,2025-05-20,14,43.4,33.1
1191,14,2025-05-21,12,39.29,37.5
1192,14,2025-05-22,12,40.76,27.2
1193,14,2025-05-23,10,37.68,29.7
1194,14,2025-05-24,14,36.98,40.7
1195,14,2025-05-25,12,45.94,27.4
1196,14,2025-05-26,10,36.3,29.5
1197,14,2025-05-27,14,43.9,30.7
1198,14,2025-05-28,9,41.99,41.5
1199,14,2025-05-29,10,43.96,36.8
1200,14,2025-05-30,11,43.2,33.6
1201,14,2025-05-31,16,37.71,29.4
1202,14,2025-06-01,10,40.18,35.4
1203,14,2025-06-02,9,37.84,36.6
1204,14,2025-06-03,12,38.93,32.4
1205,14,2025-06-04,13,39.64,33.8
1206,14,2025-06-05,11,42.38,28.3
1207,14,2025-06-06,9,43.76,35.8
1208,14,2025-06-07,12,41.23,24.3
1209,14,2025-06-08,10,45.87,28.5
1210,14,2025-06-09,10,42.47,26.1
1211,14,2025-06-10,11,41.97,29.7
1212,14,2025-06-11,12,42.41,33.9
1213,14,2025-06-12,11,39.16,33.7
1214,14,2025-06-13,11,41.55,30.3
1215,14,2025-06-14,10,37.21,32.1
1216,14,2025-06-15,12,36.84,33.3
1217,14,2025-06-16,13,42.53,30.5
1218,14,2025-06-17,10,41.83,34.0
1219,14,2025-06-18,12,40.63,33.7
1220,14,2025-06-19,16,33.92,32.9
1221,14,2025-06-20,12,39.1,29.3
1222,14,2025-06-21,9,41.12,37.0
1223,14,2025-06-22,11,42.37,34.6
1224,14,2025-06-23,13,41.2,36.4
1225,14,2025-06-24,12,36.75,35.5
1226,14,2025-06-25,11,40.4,32.5
1227,14,2025-06-26,10,43.76,31.9
1228,14,2025-06-27,14,39.0,33.0
1229,14,2025-06-28,17,41.99,28.8
1230,14,2025-06-29,11,40.97,37.4
1231,14,2025-06-30,14,41.78,35.6
1232,14,2025-07-01,11,43.35,35.7
1233,14,2025-07-02,14,38.46,33.6
1234,14,2025-07-03,15,39.51,36.5
1235,14,2025-07-04,11,37.43,28.9
1236,14,2025-07-05,14,41.1,30.2
1237,14,2025-07-06,9,41.45,32.4
1238,14,2025-07-07,7,36.23,33.4
1239,14,2025-07-08,18,43.22,31.6
1240,14,2025-07-09,12,47.1,31.5
1241,14,2025-07-10,8,43.17,39.1
1242,14,2025-07-11,13,34.82,29.8
1243,14,2025-07-12,9,41.67,36.5
1244,14,2025-07-13,10,33.23,35.7
1245,14,2025-07-14,13,34.12,32.8
1246,14,2025-07-15,11,39.81,30.4
1247,14,2025-07-16,10,39.07,26.9
1248,14,2025-07-17,12,41.74,33.5
1249,14,2025-07-18,7,37.19,31.5
1250,14,2025-07-19,9,40.72,38.0
1251,14,2025-07-20,14,38.42,33.6
1252,14,2025-07-21,8,38.84,29.5
1253,14,2025-07-22,12,40.49,40.4
1254,14,2025-07-23,12,40.11,33.5
1255,14,2025-07-24,12,37.74,35.5
1256,14,2025-07-25,14,40.23,28.3
1257,14,2025-07-26,14,42.17,30.0
1258,14,2025-07-27,10,38.69,29.1
1259,14,2025-07-28,8,34.87,34.1
1260,14,2025-07-29,12,36.49,23.9
1261,15,2025-05-01,10,38.19,29.2
1262,15,2025-05-02,11,35.12,32.4
1263,15,2025-05-03,12,39.59,27.0
1264,15,2025-05-04,11,42.55,32.8
1265,15,2025-05-05,12,39.41,29.5
1266,15,2025-05-06,12,37.66,29.8
1267,15,2025-05-07,9,35.66,26.4
1268,15,2025-05-08,12,33.84,25.6
1269,15,2025-05-09,12,,32.6
1270,15,2025-05-10,14,32.73,33.1
1271,15,2025-05-11,10,35.66,32.2
1272,15,2025-05-12,8,38.93,25.4
1273,15,2025-05-13,11,37.49,30.0
1274,15,2025-05-14,13,35.09,28.9
1275,15,2025-05-15,11,38.51,31.2
1276,15,2025-05-16,13,42.16,25.8
1277,15,2025-05-17,12,42.19,32.4
1278,15,2025-05-18,9,37.06,34.6
1279,15,2025-05-19,14,35.73,28.9
1280,15,2025-05-20,11,39.78,26.6
1281,15,2025-05-21,14,36.8,27.7
1282,15,2025-05-22,14,34.52,36.9
1283,15,2025-05-23,12,41.91,28.6
1284,15,2025-05-24,13,34.34,28.4
1285,15,2025-05-25,11,42.53,26.1
1286,15,2025-05-26,13,38.19,24.9
1287,15,2025-05-27,11,36.47,29.7
1288,15,2025-05-28,12,36.27,30.5
1289,15,2025-05-29,13,37.52,27.6
1290,15,2025-05-30,14,43.6,31.1
1291,15,2025-05-31,10,34.47,31.1
1292,15,2025-06-01,14,34.21,27.5
1293,15,2025-06-02,9,41.49,31.5
1294,15,2025-06-03,12,38.05,31.7
1295,15,2025-06-04,12,33.11,26.9
1296,15,2025-06-05,12,,21.7
1297,15,2025-06-06,13,39.07,33.9
1298,15,2025-06-07,8,40.39,27.3
1299,15,2025-06-08,15,37.46,34.5
1300,15,2025-06-09,13,40.77,32.2
1301,15,2025-06-10,15,36.97,30.0
1302,15,2025-06-11,11,35.81,37.0
1303,15,2025-06-12,13,42.62,24.9
1304,15,2025-06-13,12,36.43,24.8
1305,15,2025-06-14,9,41.67,27.1
1306,15,2025-06-15,13,38.36,30.2
1307,15,2025-06-16,16,41.49,30.3
1308,15,2025-06-17,9,39.31,29.1
1309,15,2025-06-18,14,37.85,29.2
1310,15,2025-06-19,12,40.03,25.8
1311,15,2025-06-20,14,40.65,36.6
1312,15,2025-06-21,13,40.92,30.7
1313,15,2025-06-22,11,42.39,25.2
1314,15,2025-06-23,14,36.32,32.0
1315,15,2025-06-24,11,36.85,20.9
